,MedHouseVal
14611,1.689
14842,1.891
8638,2.713
3771,2.625
17544,2.531
18291,2.412
10678,5.00001
15845,4.357
5163,1.0
6668,5.00001
2040,0.916
15813,2.505
754,3.326
9470,0.813
11862,1.133
16095,0.926
3539,2.369
17939,4.853
125,3.373
1329,1.5
12297,1.375
11666,1.549
16935,2.635
16457,1.967
11531,1.909
9722,3.574
12335,0.614
13199,1.262
3303,1.139
15771,2.849
9161,0.922
17221,1.337
19166,0.987
12453,0.654
17991,4.514
18839,2.328
8902,3.36
6843,2.476
2355,0.599
13254,2.023
1401,2.43
10062,2.165
10135,3.187
18733,1.035
2573,1.531
195,1.15
10305,2.75
7631,4.536
4492,1.484
11844,1.125
3656,1.777
6089,1.641
8300,1.594
7917,1.628
15648,3.75
3501,2.362
17888,4.764
7474,0.893
1509,3.677
14417,1.955
6652,4.932
11889,1.211
7003,1.67
464,1.964
17230,1.32
3926,2.358
12390,1.5
5067,1.317
8026,1.393
14479,1.841
20428,0.488
11351,2.404
10829,1.802
3922,2.329
14288,3.5
1122,1.102
8981,1.594
2819,0.6
20399,0.784
15242,1.899
4194,2.306
15736,2.391
5992,1.194
2909,0.578
2323,1.113
1577,4.414
15014,1.744
5213,5.00001
13315,1.473
9381,1.646
18939,1.885
3532,3.273
9320,3.272
19149,2.441
6660,5.00001
1153,0.938
4846,1.24
18231,4.345
3982,3.477
12445,2.368
6951,1.54
16654,2.609
17056,5.00001
15171,1.856
10950,5.00001
9083,1.85
8357,1.919
13238,1.0
11034,1.567
1386,2.941
18023,3.236
19227,0.889
2580,1.395
13502,0.953
2427,0.697
12245,1.125
4819,1.875
44,1.844
4307,2.056
9568,0.863
13533,0.67
8427,2.088
15590,2.375
16909,4.403
1706,1.09
10531,2.356
10499,2.158
16450,1.706
20457,0.923
15023,2.278
1105,1.179
7962,2.174
4435,1.663
19952,3.75
12244,1.59
20202,3.663
12817,1.364
19641,1.188
18552,0.753
7835,3.389
14509,0.875
17390,1.93
18976,3.103
11826,0.981
18532,3.493
7549,1.052
13278,1.557
13943,1.688
52,0.975
12420,0.654
14696,4.097
2004,0.535
12440,2.098
1331,1.519
1231,1.399
16710,3.247
6326,4.868
9528,0.724
18509,3.308
8417,1.372
10898,1.378
347,0.983
557,2.485
17868,4.135
16816,3.842
13614,0.819
3320,1.326
19928,1.125
15021,1.701
6064,1.398
791,1.731
5658,2.092
7455,1.119
9852,2.589
432,2.292
5241,5.00001
6066,1.241
17677,2.714
11726,1.561
9767,2.438
7110,1.238
16844,2.748
9725,3.988
8452,2.164
15421,1.783
7647,2.416
18768,2.197
17769,2.389
8942,3.8
17956,3.727
13648,2.372
2208,2.297
1886,1.019
9053,1.035
19573,1.043
8264,1.238
5047,0.952
11809,1.5
7940,2.033
19900,0.875
16663,3.026
13130,3.955
12938,2.125
6740,2.293
13126,2.863
19220,0.854
20414,0.847
17072,3.206
15196,1.503
14029,1.101
16598,2.142
18671,0.44
6815,2.147
5652,3.444
3003,0.3
8743,5.00001
19906,1.86
17616,1.533
11471,1.5
10746,3.67
10068,1.935
17064,2.438
15352,1.585
10111,1.852
16466,1.4
9159,0.633
4948,1.096
20323,3.35
6808,1.985
5668,2.67
4497,1.417
11840,0.893
14101,1.25
18499,2.285
16103,0.988
17119,3.352
10360,1.906
3824,2.288
16564,2.731
12993,1.577
4629,2.143
12395,1.575
3190,0.702
9364,0.713
10572,4.991
15519,5.00001
11208,1.823
11869,0.92
3284,0.713
10086,1.468
3240,0.713
8548,3.24
17078,2.938
18693,0.761
16952,3.637
20146,2.132
10576,2.75
9797,1.223
16817,3.768
5476,3.614
11167,2.156
5428,5.00001
19480,1.225
3205,0.581
5731,1.771
17985,3.431
16662,2.507
17457,2.741
14353,5.00001
14595,3.068
6986,1.708
12810,1.779
11380,3.878
395,3.5
3461,4.507
2976,0.562
17692,2.041
11074,2.248
14653,1.032
15601,3.5
7241,1.713
13525,0.994
12535,0.762
18016,5.00001
18140,5.00001
4579,2.906
13927,1.313
17269,1.188
19261,1.975
20447,1.625
3664,1.766
3078,0.697
18175,5.00001
6904,1.776
433,1.921
18995,1.545
17182,3.67
15069,3.623
15337,2.281
11873,0.762
3152,0.637
14084,1.218
3744,2.929
19313,1.632
10916,2.902
12499,1.242
15669,3.5
17636,2.148
19484,0.894
8175,1.55
3996,2.19
8907,3.335
8991,1.011
5656,3.012
18349,1.313
17180,3.75
19970,1.466
603,1.957
3383,2.054
420,3.709
13410,1.332
9266,2.667
12106,2.153
1031,0.964
12697,0.631
10655,5.00001
15686,2.667
9752,2.479
4870,1.188
19206,1.229
15028,2.111
8381,3.037
18148,4.409
13019,1.446
777,1.75
2412,0.569
12069,1.453
1537,3.906
18936,2.018
11931,1.129
3567,2.116
5058,1.073
1468,2.659
18872,1.757
10971,1.735
17813,3.552
15732,2.983
14752,1.315
17243,1.313
4639,2.292
3694,2.0
2752,0.628
10616,1.865
1381,1.999
18805,1.104
11480,1.777
9604,2.214
2550,0.81
16382,1.208
18543,0.769
8741,5.00001
6527,5.00001
10857,1.594
16932,2.181
544,3.72
12360,0.62
8670,2.73
15043,1.786
20272,2.802
16757,4.34
8656,3.42
17797,2.769
4042,5.00001
20340,0.764
3138,0.998
13385,1.468
9992,0.857
8708,3.117
9207,2.153
3820,1.813
14727,1.0
5371,4.401
11250,1.416
8124,5.00001
15529,2.25
3897,1.967
7247,1.423
7388,1.786
639,1.574
15754,1.404
1533,3.212
18131,5.00001
8085,4.025
17753,2.545
440,1.448
13378,0.876
11850,1.133
2282,0.906
15561,5.00001
10226,2.526
18510,2.835
6023,4.627
12365,1.42
16410,1.371
628,1.65
15667,2.75
19981,3.25
12630,2.257
4154,2.125
16094,0.888
5005,1.086
2700,0.675
9880,1.75
13765,0.719
2478,0.906
14274,2.382
2714,0.596
367,2.489
4565,1.589
10861,1.635
7411,1.388
14165,0.833
970,3.324
7111,1.218
12533,0.746
19,1.629
18589,0.679
12707,0.693
3726,3.309
17389,1.99
9324,4.029
8610,2.607
6999,1.547
8281,1.862
7948,2.136
19001,2.578
16713,2.929
2220,1.119
19087,2.241
18698,0.815
10848,1.785
12260,2.205
12601,1.145
15745,2.539
3274,1.094
19609,0.889
16040,2.128
13832,1.676
4005,1.893
10335,2.849
7383,1.693
3746,3.369
17479,2.647
1617,3.14
6752,2.19
16274,1.5
17838,2.141
12159,1.393
5299,2.25
2881,0.579
638,1.983
19433,1.214
2510,0.816
733,1.923
18974,2.68
5220,5.00001
13990,0.992
12824,1.392
17952,4.091
16327,1.368
19781,0.67
17714,2.287
2062,0.673
18123,5.00001
4800,1.528
2502,0.722
1269,1.514
6150,1.878
2614,1.306
20165,2.508
15922,3.361
13023,1.554
10837,1.664
14862,1.447
19887,0.476
5988,1.132
8908,3.31
10662,5.00001
1574,3.593
3234,0.477
11597,2.17
16196,1.621
11247,1.904
19231,0.75
5917,2.23
7326,1.148
19857,0.806
12933,1.16
419,3.422
9448,1.089
2831,0.89
14119,1.35
206,1.063
5898,1.855
14910,1.658
13341,0.956
10568,4.5
4342,3.605
18903,2.518
11606,1.851
16629,2.728
896,2.28
15164,3.54
10743,2.75
18003,3.818
12100,4.656
19758,1.13
8611,2.719
7425,0.932
15244,3.768
2891,0.918
12035,1.17
17186,2.929
11528,3.297
19595,0.684
4250,1.938
15183,1.925
12131,0.978
10388,3.812
5953,1.351
10809,1.74
5655,2.177
5608,2.685
7671,2.015
5552,1.875
800,1.909
7226,1.051
16956,4.96
10708,4.713
4121,1.62
6266,3.024
3397,1.458
506,1.269
14381,2.042
16030,3.247
12443,4.058
14111,1.651
13620,1.493
13072,2.896
1285,1.27
18935,1.938
10941,2.357
14177,1.45
1250,0.627
10454,2.685
20089,2.539
12446,1.798
12714,2.25
5482,3.318
19137,1.75
1526,2.688
19951,1.204
454,2.875
14314,3.171
3236,0.609
13139,2.559
14592,2.776
2562,0.83
189,0.955
17642,2.131
3916,2.277
11806,2.196
14819,2.817
1899,0.976
15673,3.766
1451,1.848
8459,2.427
1917,2.133
6340,5.00001
11475,2.115
11494,2.232
17754,2.712
1336,1.441
5943,2.897
1971,1.188
5816,2.199
16127,0.75
4461,1.568
6329,3.889
3344,0.7
17392,1.708
18138,5.00001
19364,0.955
8543,3.386
20144,1.893
13949,1.576
9665,1.353
4017,5.00001
6025,3.809
3568,2.414
3930,3.384
14306,2.444
9529,0.885
808,2.085
7362,1.616
19324,0.905
1016,1.998
20191,2.948
14638,0.95
3681,1.949
9690,2.791
15591,4.944
18677,0.544
7034,1.85
8977,1.315
7163,1.45
4028,3.606
13694,0.766
8953,3.992
17649,4.167
13835,1.372
1708,1.735
19321,1.031
12505,1.529
11180,2.13
7257,1.594
18683,0.712
9948,1.518
2333,0.88
18385,2.75
5600,2.031
12693,0.67
11877,0.952
19942,0.987
3883,2.247
3484,1.956
15549,4.75
9167,0.885
18394,2.326
14657,1.427
14876,1.297
2029,1.179
17133,5.00001
15950,5.00001
13216,0.918
9578,1.406
474,1.474
9724,3.944
3467,3.762
3800,2.817
14368,5.00001
14036,1.542
11402,3.5
12213,1.229
20060,2.038
10060,2.671
5881,1.746
6950,1.728
13134,3.071
17108,2.591
19475,1.607
10922,3.74
4207,5.00001
193,1.125
11996,1.18
8778,3.625
7595,1.846
9374,0.924
12256,1.839
2859,0.524
17608,1.928
15692,2.5
9155,0.638
15145,3.143
12928,1.792
11636,1.468
20081,1.971
7946,2.163
16460,2.94
3172,1.125
3213,0.501
17446,3.276
18583,0.981
17464,3.205
18064,2.893
8467,2.324
4628,4.176
3716,2.86
14961,1.344
12820,1.436
1502,2.793
7659,2.3
10614,2.298
8814,5.00001
6987,1.834
2045,0.923
18020,3.352
19695,1.266
11667,1.721
15632,3.667
7021,2.262
17543,2.358
17097,3.643
14713,1.206
3630,1.851
14900,1.896
1778,0.794
14372,5.00001
753,2.542
1015,3.5
2608,0.784
652,1.8
4412,1.442
8570,5.00001
6379,1.75
9955,1.549
15148,3.424
11953,2.398
10867,1.025
2251,0.797
19145,2.599
15285,1.646
2855,0.597
14823,1.899
8387,2.414
20197,4.107
14562,2.481
7148,1.322
18486,2.624
8403,1.923
8237,3.638
6907,2.634
12992,1.575
9793,1.85
14382,1.883
14247,2.402
2583,0.798
5362,3.576
13010,1.481
6024,3.862
15384,1.577
4672,3.96
7981,2.146
2031,1.216
17643,1.676
4354,2.308
11638,1.182
10415,2.885
985,4.0
11190,2.183
7881,2.095
8099,2.237
19578,0.519
1474,1.063
6636,2.092
7392,1.675
6285,3.111
18747,0.938
2277,0.846
11741,1.391
18498,2.944
13367,1.307
10494,2.434
6175,2.051
15348,1.633
1238,1.083
17432,2.93
15545,5.00001
6128,2.171
13057,1.922
18577,1.465
4687,3.453
10639,4.104
6014,2.538
11276,2.719
17891,5.00001
15296,1.507
101,2.734
19768,0.736
13437,0.648
15029,4.293
5314,4.125
9327,3.892
12773,0.86
1638,5.00001
6826,2.037
5586,1.469
1538,4.694
9421,1.054
1852,1.031
15624,5.0
17684,1.991
17423,2.5
17228,1.369
9118,3.209
17421,2.163
12582,1.563
17353,3.534
4963,1.034
16847,5.00001
18699,0.971
18250,2.741
1425,1.759
8930,2.221
18451,2.739
5438,3.25
10517,3.067
14941,1.337
15875,3.351
3446,3.252
7717,1.646
2666,0.637
16664,2.735
13433,0.894
5884,2.156
1165,0.579
18611,0.758
2675,0.603
11062,1.917
19209,2.688
4720,1.925
14227,2.894
14503,1.543
5716,2.419
3316,0.847
7369,1.515
6087,1.348
8875,4.182
14880,1.44
18739,1.482
9677,2.449
8486,2.339
4019,5.00001
20367,1.079
15608,0.725
4044,5.00001
8121,2.518
10765,2.433
9949,1.283
17304,2.493
12359,0.824
9020,1.268
10308,2.787
16917,4.276
8529,3.24
7494,1.281
1788,0.87
50,1.719
9646,1.369
6388,2.26
8520,5.00001
16213,1.323
14793,1.393
12292,1.778
5091,1.04
8910,3.025
19128,1.44
5558,1.68
15891,3.351
10115,2.75
9356,2.615
14363,4.457
7229,1.25
6820,1.821
7332,1.12
10863,1.444
13871,1.0
4010,2.596
16715,3.068
10657,5.00001
295,0.907
735,1.962
11904,1.643
10433,3.25
14458,3.031
9758,3.139
10964,1.464
20368,0.694
6061,1.474
85,0.982
14228,1.125
580,2.952
11955,1.079
8448,2.206
7259,1.813
14864,1.544
3085,1.094
14470,1.841
12720,1.086
4481,1.5
19746,1.773
11983,1.11
5035,1.117
12785,1.331
16687,2.346
5662,2.68
13300,1.016
15962,2.956
142,3.235
11975,2.214
2328,1.062
201,1.288
19199,1.333
11969,1.421
12943,1.125
371,1.306
3705,2.022
1934,2.028
17665,3.294
16376,1.656
8711,2.858
6954,1.698
9599,1.607
4768,1.259
19126,1.833
18097,2.802
3156,1.263
17839,1.813
14672,2.577
3503,2.438
3959,4.33
7569,1.808
4544,2.071
4712,2.908
6695,2.641
12931,2.933
6422,2.516
572,3.539
14677,1.25
17268,1.364
7530,0.888
7398,1.613
13463,0.819
15119,4.399
13753,1.051
1620,3.702
7538,0.915
15729,3.216
11751,0.882
10395,2.959
1022,0.979
3210,0.504
11143,1.974
18982,1.576
4697,2.436
19449,1.708
17203,1.447
12460,0.582
19315,1.375
9342,1.404
15621,5.00001
12356,0.865
15757,1.875
15801,2.33
10693,2.723
8361,1.996
382,1.434
9178,0.471
13029,0.978
18551,1.012
7778,1.142
2430,0.553
17950,4.17
11026,2.314
17029,4.113
5856,1.46
4147,1.966
15537,5.00001
19652,1.103
9437,1.152
5442,4.667
4315,1.375
6499,1.658
8322,2.463
17142,3.226
3493,2.38
17554,1.653
2757,0.628
7599,1.663
12722,0.919
12599,1.055
3509,3.084
9416,1.429
3034,0.588
5746,2.195
16682,2.724
14645,0.875
715,2.056
11668,1.359
2424,0.73
8,2.267
13062,2.212
19014,2.159
801,1.582
17567,3.384
1287,1.339
15599,4.184
14618,2.097
10820,1.232
2447,0.75
11808,1.362
9965,1.125
5734,2.475
952,3.365
6693,2.799
18670,0.435
15176,2.833
10005,1.625
9866,2.75
341,0.851
15496,5.00001
10702,3.179
18927,1.493
3658,1.791
5000,1.404
17484,2.405
873,2.202
7761,2.074
14183,1.394
5331,3.091
13069,3.368
15763,1.993
16117,0.544
11790,1.625
9755,2.9
18948,2.463
3361,2.619
4064,3.559
6293,1.125
17007,5.00001
18260,1.844
2770,1.415
16611,2.143
5900,2.75
13150,2.305
3766,1.844
18848,1.583
10894,2.296
922,5.00001
13383,0.818
19494,1.658
14032,1.139
17205,1.655
12845,1.862
9058,1.074
1088,0.603
6517,2.103
5932,2.147
4214,3.429
13685,0.579
19529,1.797
7366,1.593
18861,1.272
15288,1.967
8805,5.00001
1670,1.23
3054,0.622
16601,2.817
16802,5.00001
10173,2.75
2603,0.736
11994,1.613
8884,4.73
3514,4.454
10725,1.854
14937,1.423
4337,4.216
13382,1.016
6464,1.74
4920,1.088
3268,1.089
13691,1.769
15620,5.00001
12788,1.597
2106,0.713
6868,4.037
1663,1.711
606,1.849
12305,0.967
9061,1.455
12691,0.926
1408,2.208
2382,1.25
16219,0.928
13314,1.437
11109,1.647
4438,1.75
5253,5.00001
12278,0.55
19452,0.742
15675,3.7
17652,3.256
15750,2.01
9621,1.085
14253,4.414
8998,1.469
11521,1.969
20106,1.811
12285,2.581
14299,2.75
12033,1.366
5367,3.509
18330,3.5
14219,1.167
10045,1.982
5170,0.884
11709,0.993
545,2.258
8290,1.698
7964,2.209
19954,1.879
19642,0.591
3122,0.835
215,1.417
19550,0.675
18534,2.798
4651,1.75
17291,1.125
15006,1.395
6856,5.00001
18383,2.328
18813,0.991
6151,2.156
12502,0.525
14540,2.051
2597,1.063
11827,1.127
10020,1.852
12293,1.383
14414,1.911
2887,0.6
14113,1.527
7639,2.46
5261,3.5
15480,2.406
10845,1.667
19271,1.628
421,3.5
19976,1.899
12242,1.109
3029,0.958
2008,0.495
16615,2.244
19424,0.862
3625,1.83
7564,2.07
13380,0.928
16132,0.54
7472,0.903
19196,1.719
19747,0.866
19216,2.753
15882,3.656
8064,1.75
11506,3.624
9723,5.00001
16673,2.815
12703,0.7
14261,4.0
13033,1.089
10640,3.625
12334,0.689
7862,1.704
18437,3.34
7430,1.319
4642,5.00001
5836,2.47
10847,1.799
1760,1.116
2548,0.747
12750,0.729
18455,3.949
1827,1.417
14293,1.75
16513,2.513
6776,2.432
19300,0.949
16423,1.194
10881,1.927
14706,1.188
5732,1.786
2243,0.727
7584,1.735
7716,1.587
2419,0.932
13933,1.625
17192,3.287
16890,3.649
1262,1.628
5753,2.69
11322,2.319
15640,4.559
6940,1.812
3119,0.549
10648,5.0
15718,2.949
20444,0.872
1257,2.094
8280,1.599
14661,0.883
7380,1.681
19802,0.991
14262,3.586
3872,2.053
3460,4.746
1464,1.267
15094,2.181
5858,1.535
15123,4.925
10176,1.846
7721,1.469
14168,1.375
18991,1.355
17573,2.31
12512,1.712
2095,0.596
17527,1.728
9507,0.83
807,2.212
5171,0.904
19404,1.113
13872,0.556
3627,1.857
11807,3.152
7256,1.546
928,2.173
13804,0.826
8154,1.375
5581,1.601
15169,2.598
2523,0.587
17672,3.337
16897,3.947
2184,0.828
11105,2.019
8184,1.625
18667,0.686
632,1.663
15153,3.432
12387,1.875
10235,4.153
18421,1.55
6360,4.148
20086,2.347
11384,3.319
18797,0.99
19486,1.046
12014,1.606
7042,2.154
9095,2.29
18949,2.345
5031,0.982
16563,1.063
19276,1.356
7105,1.45
14833,2.14
2215,1.873
19709,0.586
6120,1.542
16699,2.49
15493,5.00001
14174,2.409
17201,3.412
2810,1.076
16754,5.00001
5048,1.0
6801,2.546
1365,1.448
12826,1.216
19256,1.875
13480,0.635
3201,0.538
19591,0.682
8428,2.241
12894,1.674
13757,1.034
3272,0.724
11156,2.028
17435,2.411
15997,3.964
2832,0.871
17422,1.675
19661,0.514
1709,1.628
4636,1.875
5947,1.518
817,1.573
6528,4.159
2684,0.658
7123,1.231
3808,2.381
11501,2.471
13123,2.135
12455,0.567
10714,3.125
5598,3.512
6144,2.208
8928,2.871
16536,3.578
19198,1.388
12257,3.016
16592,1.586
12457,0.946
13323,0.995
17310,1.283
6863,4.01
12419,0.685
13702,0.668
278,1.728
1074,0.97
10902,2.528
12357,0.74
12153,1.079
14608,1.602
5117,0.944
13698,0.72
1493,2.68
14443,1.769
13942,1.306
19689,0.481
8506,4.922
14447,1.839
4888,0.904
2046,1.104
6966,1.643
1355,1.25
12248,1.156
4698,2.42
1236,1.137
19608,0.904
13058,1.454
11590,2.681
8677,3.821
9319,5.00001
757,1.793
4310,2.1
16740,3.409
9102,1.671
20077,2.188
1037,1.072
12145,0.775
8185,1.75
8123,2.494
14215,2.5
18473,3.734
5665,2.348
2110,0.875
6109,1.599
20138,2.077
16290,0.963
6536,5.00001
19774,0.603
19263,1.313
16770,5.00001
1470,1.71
11613,1.7
19341,1.023
17026,5.00001
16693,2.375
8178,1.5
1915,0.875
17722,1.58
9398,0.936
17731,2.369
2525,0.805
15078,3.106
342,0.82
3185,0.919
352,0.917
14950,1.958
19756,0.875
20432,0.483
8535,2.93
10541,2.907
8596,3.49
3181,1.188
8443,2.421
3333,0.783
9771,3.01
15035,1.943
12197,0.726
6035,1.883
15556,5.00001
19328,0.866
8409,1.845
6513,2.402
9205,2.909
7402,1.369
16184,1.196
12818,1.405
4367,1.85
8192,1.656
4525,3.5
9551,0.559
11805,2.048
1456,2.311
17869,4.054
4306,2.475
6383,2.784
14544,1.083
14199,0.925
11842,1.16
15416,3.473
1290,1.102
2654,0.4
2971,0.538
3471,2.229
14311,2.531
9054,1.069
7006,1.441
4378,1.361
2293,1.085
12327,1.009
2264,1.322
12291,1.688
1053,1.073
11205,1.843
931,2.231
20346,1.417
6821,1.768
18776,1.431
9739,2.257
1126,0.855
13345,1.281
13957,1.236
4352,2.788
6257,2.113
19522,2.25
7951,2.262
11609,3.216
20270,1.957
12877,1.349
4583,3.0
10485,3.625
9424,2.77
14212,2.05
11270,1.893
6251,1.906
4879,1.133
20251,4.258
7672,2.182
674,2.126
1113,0.58
17065,2.55
11197,2.157
4529,1.625
3020,1.573
15657,3.5
4894,0.986
15444,2.109
4587,2.817
11050,1.837
6767,2.052
7505,1.129
2992,0.65
3035,1.25
177,1.827
3997,2.131
2258,0.965
14597,0.946
16746,5.00001
4605,0.7
7382,1.481
19027,2.167
2539,0.702
17549,1.786
13281,1.326
4556,1.375
12891,1.128
518,3.407
6682,5.00001
19390,1.293
9979,1.495
5066,1.361
4007,4.25
19244,1.609
12266,1.364
18850,2.5
11705,1.914
17176,3.098
11692,1.887
11652,2.766
10082,2.695
18672,0.586
17739,1.375
11941,1.261
15901,2.25
3923,1.805
6525,2.417
11148,1.804
11935,1.328
17469,3.762
14397,1.832
7270,1.708
14260,4.964
2615,0.901
15351,1.599
16553,1.62
17865,2.551
7393,1.65
9280,3.989
11831,1.214
4420,1.688
10442,2.743
7892,1.567
16227,1.162
2913,0.467
10915,2.866
5161,0.942
3667,1.5
13466,0.9
6654,1.639
12250,0.9
8850,3.375
9276,3.55
5332,2.716
15716,4.097
14083,0.996
12496,1.039
5505,3.307
14855,1.214
14037,2.188
699,3.4
160,2.115
17600,1.65
7013,1.69
12141,1.2
5223,5.00001
19217,1.875
17681,2.653
3976,3.897
316,0.7
8172,1.625
1812,4.01
18375,2.386
6395,4.471
18629,1.016
11961,1.135
7937,2.016
9631,2.481
461,2.167
8023,2.069
16314,1.288
6738,2.258
7919,1.659
14601,3.913
10589,5.00001
2661,1.078
16226,1.0
19788,0.66
11408,1.889
19968,1.833
12941,2.732
3973,3.289
9217,3.45
5826,2.16
16068,0.52
5546,3.041
198,0.72
8984,1.375
1756,1.353
4182,2.773
17644,1.615
10707,4.07
17073,3.0
10151,1.909
8419,1.555
11985,1.956
17529,1.279
10769,3.166
9404,1.246
4773,1.303
6208,1.631
20357,1.375
19679,0.535
7272,1.59
1479,1.657
2569,0.875
695,1.784
15731,2.433
1569,2.564
16748,4.5
14962,1.653
17623,1.596
14644,0.675
4095,2.581
7020,1.739
8183,1.625
11575,1.942
14108,3.039
13926,1.625
10822,1.598
7292,1.625
4292,3.957
13397,0.69
15434,2.625
11195,1.906
19757,1.073
10796,2.024
14345,3.813
10654,5.00001
5946,1.542
2038,0.542
244,1.117
14600,3.318
6320,2.706
760,1.619
10209,2.996
8975,1.401
3006,0.375
7435,0.974
4180,1.7
15808,2.429
12922,1.458
15063,2.786
9811,1.948
9023,1.382
5721,2.38
15149,3.387
9822,1.342
15589,2.2
16029,3.485
10562,4.333
14376,2.724
13137,3.905
20273,3.213
20313,1.918
2780,1.375
15486,2.061
14777,0.675
20342,1.185
7048,2.008
5274,5.00001
17563,2.314
9301,5.00001
18561,1.201
15778,2.639
9444,0.823
55,0.831
6691,2.512
2131,0.813
6376,1.294
8581,5.00001
11766,0.75
16921,2.25
3192,0.675
6090,1.584
12865,1.26
9192,0.661
15246,2.27
17637,1.963
11330,2.78
11563,2.176
13843,0.89
9123,1.917
5568,1.381
3131,1.629
1865,1.148
2781,0.806
4980,1.209
12317,0.721
9017,1.856
6877,1.442
317,0.846
13202,1.36
11970,1.953
930,2.238
20297,1.934
12497,0.964
10907,2.25
5684,3.667
17901,5.00001
10428,3.414
12637,1.464
15910,2.467
1162,0.576
12695,0.517
7512,1.162
3955,2.464
6747,2.178
19074,1.878
20143,1.693
7692,1.612
2691,0.908
10289,3.039
16148,0.591
4260,2.167
3579,3.153
4801,1.281
12127,2.013
3404,1.313
2546,0.726
8759,3.136
17614,1.945
15972,2.702
17972,3.736
7176,1.533
18873,1.462
6585,5.00001
19024,2.598
14674,1.405
2627,0.973
10365,2.46
6918,2.438
13395,0.705
5615,3.5
744,1.54
7591,2.086
19613,0.717
16408,1.308
3642,2.315
19107,1.45
19035,1.631
